# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2024-09-28 20:47:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/xb783gpc.json
# init = 2 (Default)
# random
#   seed = 68325
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/base/base-20240928154718_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.561654
# Diagonal elements of inverse mass matrix:
# 2.02656e-05, 1.44687e-05
-51482.9,1,0.561654,2,7,0,51482.9,0.00188671,1.00265,-145939
-51483.2,0.973503,0.561654,2,3,0,51483.3,0.00193261,1.00343,-145939
-51482.6,1,0.561654,1,1,0,51483.1,0.00110243,1.00244,-145938
-51482.3,0.980495,0.561654,2,3,0,51482.8,-0.000483472,1.00176,-145938
-51483.1,0.799555,0.561654,1,3,0,51483.7,-0.00178568,0.998236,-145939
-51484.3,0.71587,0.561654,2,3,0,51486.4,-0.000652118,0.99645,-145940
-51484.9,0.903442,0.561654,2,3,0,51486,-0.00326624,1.0056,-145941
-51484.1,0.563056,0.561654,2,3,0,51488.7,-0.0040408,0.997552,-145940
-51482.7,1,0.561654,2,3,0,51483.9,-0.00191532,1.00274,-145939
-51483.8,0.706886,0.561654,2,3,0,51485.2,-0.00334616,0.997622,-145940
-51482.9,1,0.561654,1,1,0,51483.6,-0.00245596,0.998749,-145939
-51482.3,1,0.561654,2,3,0,51483,0.000490275,1.00048,-145938
-51482.4,0.972186,0.561654,2,3,0,51482.5,0.000409686,1.00179,-145938
-51482.5,0.989595,0.561654,2,3,0,51482.6,0.00149928,1.00002,-145938
-51482.5,0.955828,0.561654,2,7,0,51482.9,0.000215355,1.00226,-145938
-51482.7,0.849735,0.561654,2,3,0,51483.8,-0.0019523,0.999086,-145939
-51483.1,0.834109,0.561654,2,3,0,51484.1,0.000293107,0.997969,-145939
-51483.1,0.997019,0.561654,2,7,0,51483.5,-0.00173324,0.998182,-145939
-51486.6,0.675387,0.561654,2,3,0,51487.8,-0.00793839,0.997128,-145942
-51486.6,0.508433,0.561654,1,1,0,51489.8,-0.00793839,0.997128,-145942
-51482.5,1,0.561654,2,3,0,51486.7,0.00106502,0.999583,-145938
-51483.6,0.745216,0.561654,1,3,0,51484.9,-0.0041703,0.998317,-145939
-51484.7,0.933632,0.561654,2,3,0,51484.8,-0.0049678,0.997228,-145941
-51482.7,1,0.561654,2,3,0,51484.4,-0.00110537,1.00289,-145939
-51483.1,0.955024,0.561654,2,3,0,51483.6,0.00353174,1.00153,-145939
-51482.6,0.988478,0.561654,3,7,0,51483.5,0.00168588,1.00203,-145938
-51482.6,0.853786,0.561654,2,3,0,51484.3,0.00158989,0.999812,-145938
-51482.3,0.989578,0.561654,1,3,0,51482.7,-0.0004507,1.00085,-145938
-51483.7,0.840767,0.561654,2,3,0,51483.8,0.00400448,0.998704,-145940
-51483.4,1,0.561654,2,3,0,51483.8,-0.00420491,1.00291,-145939
-51482.7,1,0.561654,2,3,0,51483.5,-0.00155421,0.999033,-145939
-51483,0.965213,0.561654,2,3,0,51483.4,-0.00427448,1.00122,-145939
-51483.1,0.954913,0.561654,2,3,0,51483.7,0.00256061,1.00269,-145939
-51482.5,0.991075,0.561654,2,3,0,51483.3,0.00186913,1.00062,-145938
-51483.5,0.851971,0.561654,2,3,0,51484.1,-0.00529574,1.00135,-145939
-51483.5,0.896271,0.561654,2,7,0,51484.8,0.000452985,1.00424,-145939
-51482.3,0.955402,0.561654,1,3,0,51483.8,-5.39598e-05,1.00034,-145938
-51482.6,0.952511,0.561654,1,3,0,51482.6,0.000263844,0.999217,-145938
-51482.7,0.94274,0.561654,3,7,0,51483.4,0.00140715,1.00263,-145939
-51482.7,0.949777,0.561654,2,3,0,51483.4,-0.00257374,0.99943,-145939
-51482.7,0.989815,0.561654,2,3,0,51482.9,0.000988776,1.0027,-145939
-51482.4,0.988384,0.561654,2,3,0,51482.9,-0.00210002,1.0015,-145938
-51482.3,0.724587,0.561654,2,3,0,51484.8,-7.91237e-05,1.00086,-145938
-51482.4,0.960193,0.561654,2,3,0,51482.5,-0.00099214,1.00203,-145938
-51482.3,0.968814,0.561654,2,3,0,51482.6,-0.00126758,1.00024,-145938
-51483.4,0.877593,0.561654,2,3,0,51483.5,-0.00041006,1.00419,-145939
-51482.7,1,0.561654,2,3,0,51483.2,-0.000442504,1.00302,-145939
-51482.8,0.870582,0.561654,1,3,0,51484.1,-0.00108195,0.998586,-145939
-51482.7,0.851986,0.561654,2,7,0,51484,-0.000160408,1.00297,-145939
-51482.5,0.992827,0.561654,2,3,0,51483,-0.0028144,1.00092,-145938
-51482.4,1,0.561654,2,3,0,51482.5,-0.00204111,1.00124,-145938
-51483,0.701896,0.561654,2,3,0,51485.7,-0.00411847,1.0004,-145939
-51483.6,0.893848,0.561654,2,3,0,51484.4,-0.00553868,1.00155,-145939
-51484.3,0.883323,0.561654,1,1,0,51484.4,-0.00617569,1.00269,-145940
-51482.3,1,0.561654,2,7,0,51484,0.000410358,1.00047,-145938
-51482.5,0.945253,0.561654,1,3,0,51482.8,-0.00213069,1.00007,-145938
-51483.5,0.764682,0.561654,1,3,0,51484.1,0.000937247,0.997514,-145939
-51483,0.996301,0.561654,2,3,0,51483.6,-0.000127015,1.0036,-145939
-51482.3,0.992008,0.561654,1,3,0,51483.1,-0.0010404,1.00113,-145938
-51482.6,0.908737,0.561654,2,3,0,51482.8,0.000365529,0.999218,-145938
-51482.5,1,0.561654,2,3,0,51482.7,0.00141603,1.00167,-145938
-51482.3,1,0.561654,2,3,0,51482.5,0.000235992,1.00087,-145938
-51484,0.762399,0.561654,2,3,0,51484.6,-3.71519e-05,1.00501,-145940
