# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = base_model
# start_datetime = 2024-09-28 20:47:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpy2die0g0/xb783gpc.json
# init = 2 (Default)
# random
#   seed = 68325
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit_None/base/base-20240928154718_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=base.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,log_p
# Adaptation terminated
# Step size = 0.537626
# Diagonal elements of inverse mass matrix:
# 1.84539e-05, 1.45678e-05
-51482.5,0.901208,0.537626,2,7,0,51483.3,0.00143741,1.00156,-145938
-51482.4,0.995274,0.537626,2,3,0,51482.6,-0.00062959,0.999697,-145938
-51482.3,0.948841,0.537626,2,3,0,51482.8,-2.62222e-05,1.00145,-145938
-51482.3,0.773933,0.537626,2,3,0,51484.2,-0.000412081,1.00148,-145938
-51483.2,0.816131,0.537626,2,3,0,51484.2,-0.00384036,0.998926,-145939
-51484.2,0.895572,0.537626,3,7,0,51485.2,0.00352988,1.00415,-145940
-51483.4,1,0.537626,3,7,0,51484.3,-0.00408349,0.998861,-145939
-51483,1,0.537626,1,1,0,51483.4,-0.00371416,0.999352,-145939
-51482.8,1,0.537626,2,3,0,51483.2,-0.00369442,1.0012,-145939
-51482.3,0.95273,0.537626,2,3,0,51483.3,-0.000530363,1.00096,-145938
-51482.5,0.867072,0.537626,2,3,0,51483.3,-0.00218707,1.00154,-145938
-51484.1,0.794562,0.537626,2,3,0,51484.8,-0.00579629,0.999066,-145940
-51483.3,1,0.537626,2,3,0,51484.6,-0.00353179,1.00328,-145939
-51482.9,0.989556,0.537626,3,7,0,51483.7,-0.00394374,1.00018,-145939
-51484.9,0.595697,0.537626,2,3,0,51486.2,-0.00414049,1.00525,-145941
-51483.4,1,0.537626,1,1,0,51484.6,-0.00361494,1.00335,-145939
-51485.4,0.865371,0.537626,2,3,0,51486,-0.0078012,0.999037,-145941
-51482.4,0.985716,0.537626,2,5,0,51485.3,-0.000131854,0.999826,-145938
-51482.5,0.980205,0.537626,2,3,0,51482.7,0.0013736,1.00189,-145938
-51482.4,0.999201,0.537626,2,3,0,51482.6,-0.00202171,1.00059,-145938
-51483.1,0.774338,0.537626,1,3,0,51484.9,0.00326721,1.0021,-145939
-51482.8,0.952425,0.537626,2,7,0,51483.8,-0.00131467,1.00306,-145939
-51485.7,0.740201,0.537626,2,3,0,51486.5,-0.00784022,1.00331,-145942
-51482.3,1,0.537626,2,3,0,51485.2,-0.00132091,1.00018,-145938
-51482.5,0.913027,0.537626,2,3,0,51483,0.000246472,1.00223,-145938
-51482.4,0.962227,0.537626,1,3,0,51482.8,-0.000560806,0.999879,-145938
-51482.6,0.990566,0.537626,2,7,0,51482.6,0.00190804,1.00134,-145938
-51482.4,0.997757,0.537626,2,3,0,51482.7,-0.00104084,1.00185,-145938
-51482.9,0.825241,0.537626,2,3,0,51484.1,0.00317922,1.00072,-145939
-51483.1,0.979256,0.537626,1,1,0,51483.1,0.00357513,1.00101,-145939
-51482.3,1,0.537626,2,3,0,51483,-0.00100513,1.00138,-145938
-51482.3,0.971834,0.537626,2,3,0,51482.5,-0.000437722,0.999983,-145938
-51483,0.892168,0.537626,3,7,0,51483.3,0.00120541,1.00331,-145939
-51482.3,1,0.537626,2,3,0,51483,-0.00134366,1.00107,-145938
-51484.2,0.636448,0.537626,1,3,0,51485.2,0.00136135,1.00502,-145940
-51483.8,0.985627,0.537626,2,3,0,51484.8,0.00288081,0.99779,-145940
-51482.3,0.950966,0.537626,1,3,0,51484.5,-0.000960108,1.00023,-145938
-51482.7,0.938545,0.537626,2,3,0,51482.9,-0.0013047,0.9989,-145939
-51484.4,0.742099,0.537626,2,3,0,51485.6,0.000889626,0.996419,-145940
-51484.2,0.973774,0.537626,2,3,0,51485.2,0.00357284,1.00414,-145940
-51482.6,1,0.537626,2,3,0,51484.4,-0.00292352,1.00125,-145938
-51482.7,0.96332,0.537626,2,7,0,51483,0.00150099,0.999195,-145939
-51482.8,0.972795,0.537626,2,3,0,51483.1,-0.00150938,1.003,-145939
-51482.3,1,0.537626,2,3,0,51482.8,-0.000422409,1.00129,-145938
