# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:32:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/xb7_vlkz.json
# init = 2 (Default)
# random
#   seed = 92747
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/sems.nonsems/multireg-20250511123203_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
# Adaptation terminated
# Step size = 0.538769
# Diagonal elements of inverse mass matrix:
# 3.563e-05, 3.37935e-05, 3.17138e-05, 3.62915e-05, 3.17781e-05, 3.68303e-05, 3.13252e-05, 3.46256e-05, 2.24395e-05
-19333.3,0.802662,0.538769,3,7,0,19337.4,-0.0164583,0.152873,0.133992,0.0924169,-0.0254484,-0.0180148,-0.0335182,-0.0820823,0.984205,0.137126,0.127787,0.0881923,-0.0209774,0.00272323,-0.0229773,-0.0860522,-18712.6
-19334.2,0.938006,0.538769,3,7,0,19336.4,-0.0230076,0.138131,0.132535,0.0919271,-0.022815,-0.0194653,-0.0218237,-0.0740071,0.982327,0.121596,0.12722,0.0880515,-0.0193725,-0.00191545,-0.0121008,-0.0775864,-18721.1
-19333,0.867241,0.538769,3,7,0,19338.7,-0.0217374,0.14227,0.132845,0.0856944,-0.0264775,-0.0124279,-0.0232094,-0.0746053,0.98082,0.126428,0.127732,0.0812735,-0.0231897,0.00555446,-0.0134395,-0.0782135,-18716.5
-19337.1,0.739991,0.538769,3,7,0,19340.1,-0.0283426,0.154439,0.13504,0.0907404,-0.0247362,-0.0245699,-0.0172262,-0.0809228,0.975062,0.13824,0.130134,0.0864949,-0.0214091,-0.00630125,-0.00642166,-0.0848366,-18716.1
-19330.7,0.986444,0.538769,3,7,0,19337.9,-0.0176508,0.150449,0.130336,0.0902877,-0.027802,-0.0166836,-0.0245367,-0.076505,0.983015,0.135558,0.124863,0.0862013,-0.0242239,0.00177864,-0.0145372,-0.0802052,-18713
-19332.5,0.740983,0.538769,2,3,0,19335.1,-0.0152592,0.151648,0.130839,0.0907133,-0.0235622,-0.0126499,-0.0303471,-0.0776553,0.982296,0.136915,0.124933,0.0862097,-0.0196095,0.00687475,-0.0203392,-0.081411,-18711.5
-19333.4,0.849877,0.538769,3,7,0,19337.2,-0.022899,0.148277,0.130109,0.0921564,-0.0249165,-0.0253772,-0.0166763,-0.0746303,0.982027,0.13291,0.125135,0.0886385,-0.0216892,-0.00847739,-0.00673254,-0.0782397,-18717.9
-19332.5,0.995641,0.538769,3,7,0,19335,-0.0212633,0.148345,0.133528,0.0925864,-0.0270315,-0.0206396,-0.0162811,-0.0764619,0.980678,0.132325,0.128576,0.0884812,-0.0240002,-0.00332939,-0.00607226,-0.08016,-18716.1
-19333.9,0.841427,0.538769,3,7,0,19336.6,-0.0174017,0.152593,0.127303,0.0846761,-0.0286951,-0.0154594,-0.0335965,-0.0781174,0.984545,0.13861,0.121423,0.080746,-0.0243798,0.00452816,-0.023609,-0.0818955,-18712.3
-19334.2,0.848312,0.538769,3,7,0,19339.4,-0.0245777,0.148243,0.138278,0.0952997,-0.0238905,-0.0230278,-0.0168401,-0.0743686,0.984134,0.131586,0.133204,0.0915512,-0.020736,-0.00611638,-0.00693698,-0.0779654,-18717.7
-19333.3,0.974894,0.538769,3,7,0,19337.2,-0.0182458,0.153106,0.13303,0.0924674,-0.034826,-0.0192714,-0.0212884,-0.0821689,0.982616,0.137204,0.127676,0.088171,-0.0313828,-0.00012373,-0.0104165,-0.0861429,-18713.3
-19333.7,0.973511,0.538769,3,7,0,19335.3,-0.0227129,0.147153,0.132423,0.0880431,-0.0179804,-0.0177124,-0.0291585,-0.0692744,0.984662,0.132536,0.126793,0.0846348,-0.0140239,-0.00014423,-0.0202851,-0.0726248,-18716
-19334.6,0.913569,0.538769,3,7,0,19337.7,-0.0215275,0.151647,0.136856,0.0912225,-0.0340384,-0.0220269,-0.0239836,-0.0777594,0.975052,0.135513,0.131416,0.0877513,-0.0303188,-0.00348016,-0.0137952,-0.0815201,-18714.7
-19334.7,0.781252,0.538769,3,7,0,19342.1,-0.0190414,0.149505,0.135865,0.0878054,-0.0162752,-0.0179405,-0.0220293,-0.0739121,0.988563,0.133812,0.1308,0.0835313,-0.0128441,-0.000355063,-0.012325,-0.0774868,-18715.8
-19332.4,0.984711,0.538769,3,7,0,19336.6,-0.0228709,0.153998,0.13919,0.0852822,-0.0274135,-0.0173046,-0.0272625,-0.0751443,0.98058,0.138362,0.133861,0.0815032,-0.0235979,0.00122189,-0.0175234,-0.0787786,-18711.9
