# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 17:32:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmphuzpabp2/xb7_vlkz.json
# init = 2 (Default)
# random
#   seed = 92747
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_asym_nNone/sems.nonsems/multireg-20250511123203_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
# Adaptation terminated
# Step size = 0.627953
# Diagonal elements of inverse mass matrix:
# 3.05896e-05, 3.13862e-05, 3.4717e-05, 3.36907e-05, 3.25225e-05, 3.31342e-05, 3.51989e-05, 3.24739e-05, 2.13283e-05
-19336.1,0.927101,0.627953,3,7,0,19340.6,-0.0176929,0.153717,0.138461,0.0855298,-0.0198424,-0.015454,-0.0363636,-0.0784128,0.97896,0.138024,0.132467,0.0813393,-0.0152497,0.00495246,-0.0264072,-0.0822052,-18712.2
-19333.6,0.986998,0.627953,3,7,0,19337.7,-0.0220949,0.149436,0.128544,0.0908721,-0.0287415,-0.0205677,-0.0175199,-0.0735759,0.987886,0.134783,0.123543,0.0871888,-0.0256538,-0.00368392,-0.00774474,-0.0771344,-18716.2
-19336.5,0.773429,0.627953,3,7,0,19339.5,-0.0205048,0.154571,0.125252,0.0921403,-0.0178344,-0.0113473,-0.0334937,-0.0739478,0.985749,0.14162,0.119015,0.0878177,-0.0136875,0.00785369,-0.0240835,-0.0775243,-18711.7
-19334.4,0.993414,0.627953,3,7,0,19338.8,-0.018501,0.147657,0.134351,0.0831526,-0.0325205,-0.0249391,-0.0201479,-0.0783252,0.978779,0.131343,0.129595,0.0796561,-0.029002,-0.00682814,-0.00978077,-0.0821134,-18717.7
-19334.7,0.941171,0.627953,3,7,0,19338.4,-0.0190985,0.154182,0.136974,0.0986415,-0.025844,-0.0193289,-0.0281522,-0.0706863,0.988125,0.139236,0.130881,0.0955268,-0.0219291,-0.0016334,-0.0190562,-0.074105,-18713.2
-19331.7,1,0.627953,2,3,0,19335.5,-0.0189494,0.15317,0.132155,0.0926654,-0.023217,-0.0143605,-0.0260939,-0.0802196,0.983286,0.13788,0.12647,0.08785,-0.0195245,0.00510389,-0.0156185,-0.0840993,-18711.6
